index,fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality,colour,target
3789,6.6,0.26,0.52,0.047,191.0,0.99541,3.16,0.47,9.5,6,0,1
3790,6.4,0.27,0.45,0.05,196.0,0.9955,3.18,0.48,9.5,5,0,0
3791,6.5,0.26,0.5,0.051,197.0,0.99536,3.18,0.47,9.5,5,0,0
3792,6.8,0.25,0.3,0.043,133.0,0.99524,3.03,0.58,10.4,6,0,1
3793,6.3,0.32,0.26,0.049,170.0,0.9961,3.14,0.55,9.9,6,0,1
3794,5.5,0.24,0.45,0.046,113.0,0.99224,3.22,0.48,10.0,5,0,0
3795,6.5,0.25,0.27,0.064,140.0,0.99776,3.2,0.49,10.1,6,0,1
3796,6.6,0.13,0.29,0.056,95.0,0.99702,3.17,0.39,9.4,6,0,1
3797,7.0,0.39,0.21,0.098,91.0,0.99657,3.03,0.47,9.3,5,0,0
3798,7.9,0.21,0.39,0.057,138.0,0.99176,3.05,0.52,10.9,5,0,0
3799,7.0,0.3,0.28,0.042,177.0,0.99166,3.2,0.57,11.4,5,0,0
3800,8.1,0.2,0.3,0.036,49.0,0.99242,2.99,0.73,10.3,5,0,0
3801,8.3,0.18,0.3,0.033,57.0,0.99109,3.02,0.51,11.0,6,0,1
3802,7.9,0.21,0.39,0.057,138.0,0.99176,3.05,0.52,10.9,5,0,0
3803,7.2,0.17,0.34,0.042,111.0,0.99278,2.99,0.4,10.8,6,0,1
3804,8.1,0.2,0.3,0.036,49.0,0.99242,2.99,0.73,10.3,5,0,0
3805,8.3,0.18,0.3,0.033,57.0,0.99109,3.02,0.51,11.0,6,0,1
3806,7.0,0.39,0.21,0.098,91.0,0.99657,3.03,0.47,9.3,5,0,0
3807,6.8,0.21,0.62,0.041,113.0,0.99358,2.96,0.59,10.2,5,0,0
3808,6.9,0.21,0.62,0.042,109.0,0.99358,2.96,0.59,10.2,6,0,1
3809,7.2,0.17,0.34,0.042,111.0,0.99278,2.99,0.4,10.8,6,0,1
3810,6.8,0.26,0.34,0.06,162.0,0.99705,3.24,0.52,10.5,3,0,0
3811,7.2,0.28,0.38,0.052,156.0,0.9912,3.13,0.52,11.1,5,0,0
3812,7.9,0.21,0.39,0.057,138.0,0.99176,3.05,0.52,10.9,5,0,0
3813,7.0,0.3,0.28,0.042,177.0,0.99166,3.2,0.57,11.4,5,0,0
3814,7.4,0.34,0.28,0.049,149.0,0.99677,3.22,0.49,10.3,5,0,0
3815,6.3,0.43,0.32,0.042,106.0,0.99172,3.28,0.33,12.9,7,0,1
3816,6.8,0.41,0.3,0.045,131.0,0.9953,3.12,0.59,9.9,5,0,0
3817,6.3,0.4,0.24,0.036,131.0,0.99186,3.24,0.44,11.3,6,0,1
3818,5.1,0.35,0.26,0.034,120.0,0.99188,3.38,0.4,11.5,6,0,1
3819,5.1,0.35,0.26,0.034,120.0,0.99188,3.38,0.4,11.5,6,0,1
3820,6.3,0.3,0.2,0.039,132.0,0.99158,3.0,0.38,10.7,5,0,0
3821,6.9,0.28,0.28,0.042,139.0,0.99522,3.03,0.56,10.4,6,0,1
3822,7.0,0.33,0.28,0.033,204.0,0.99176,3.17,0.64,12.5,6,0,1
3823,6.7,0.26,0.49,0.052,197.0,0.99558,3.19,0.48,9.5,5,0,0
3824,7.3,0.24,0.3,0.042,104.0,0.9911,3.05,0.56,11.3,7,0,1
3825,6.7,0.46,0.21,0.034,88.0,0.99016,3.26,0.54,13.0,6,0,1
3826,5.1,0.35,0.26,0.034,120.0,0.99188,3.38,0.4,11.5,6,0,1
3827,5.1,0.23,0.18,0.053,99.0,0.98956,3.22,0.39,11.5,5,0,0
3828,6.3,0.4,0.24,0.036,131.0,0.99186,3.24,0.44,11.3,6,0,1
3829,7.1,0.44,0.23,0.035,100.0,0.99062,3.15,0.57,13.2,7,0,1
3830,4.8,0.26,0.23,0.034,111.0,0.99274,3.46,0.28,11.5,7,0,1
3831,6.8,0.31,0.19,0.086,130.0,0.993,2.83,0.44,9.6,5,0,0
3832,6.8,0.31,0.19,0.086,130.0,0.993,2.83,0.44,9.6,5,0,0
3833,7.0,0.15,0.29,0.058,110.0,0.9978,3.15,0.37,9.7,6,0,1
3834,6.5,0.41,0.22,0.052,142.0,0.9946,3.14,0.62,9.2,5,0,0
3835,6.2,0.31,0.23,0.052,113.0,0.99429,3.16,0.48,8.4,5,0,0
3836,8.0,0.27,0.33,0.05,103.0,0.99002,3.0,0.45,12.4,6,0,1
3837,8.0,0.27,0.33,0.05,103.0,0.99002,3.0,0.45,12.4,6,0,1
3838,6.5,0.41,0.22,0.052,142.0,0.9946,3.14,0.62,9.2,5,0,0
3839,6.2,0.31,0.23,0.052,113.0,0.99429,3.16,0.48,8.4,5,0,0
3840,6.7,0.37,0.25,0.028,84.0,0.9909,3.14,0.36,11.7,6,0,1
3841,6.6,0.21,0.5,0.036,191.0,0.99294,2.96,0.56,11.0,6,0,1
3842,7.5,0.26,0.31,0.032,109.0,0.99044,2.97,0.43,11.9,6,0,1
3843,7.5,0.34,0.28,0.028,100.0,0.98958,3.2,0.5,13.2,7,0,1
3844,6.7,0.37,0.25,0.028,84.0,0.9909,3.14,0.36,11.7,6,0,1
3845,6.4,0.32,0.23,0.055,176.0,0.9986,3.26,0.54,9.1,5,0,0
3846,6.7,0.24,0.32,0.023,109.0,0.99262,3.34,0.35,12.6,6,0,1
3847,6.4,0.32,0.23,0.055,176.0,0.9986,3.26,0.54,9.1,5,0,0
3848,7.1,0.39,0.79,0.194,90.0,0.99212,3.17,0.46,10.5,6,0,1
3849,8.2,0.31,0.43,0.047,87.0,0.99628,3.23,0.64,10.6,5,0,0
3850,6.7,0.24,0.32,0.023,109.0,0.99262,3.34,0.35,12.6,6,0,1
3851,5.9,0.17,0.29,0.03,123.0,0.98913,3.41,0.33,13.7,7,0,1
3852,5.9,0.2,0.23,0.037,93.0,0.99021,3.36,0.49,12.0,6,0,1
3853,6.6,0.32,0.26,0.031,120.0,0.99198,3.4,0.73,12.5,7,0,1
3854,5.9,0.12,0.27,0.03,110.0,0.99226,3.55,0.68,12.1,6,0,1
3855,5.9,0.18,0.29,0.032,137.0,0.99159,3.21,0.38,11.3,6,0,1
3856,5.9,0.2,0.23,0.037,93.0,0.99021,3.36,0.49,12.0,6,0,1
3857,5.4,0.17,0.27,0.049,104.0,0.99224,3.46,0.55,10.3,6,0,1
3858,6.1,0.21,0.3,0.039,136.0,0.99068,3.27,0.31,12.7,6,0,1
3859,7.3,0.25,0.26,0.048,207.0,0.99587,3.12,0.37,9.2,5,0,0
3860,7.3,0.25,0.26,0.048,207.0,0.99587,3.12,0.37,9.2,5,0,0
3861,6.2,0.22,0.3,0.054,152.0,0.99728,3.1,0.47,9.5,6,0,1
3862,6.5,0.27,0.19,0.045,175.0,0.99364,3.16,0.34,10.1,6,0,1
3863,6.5,0.27,0.19,0.045,175.0,0.99364,3.16,0.34,10.1,6,0,1
3864,6.6,0.39,0.22,0.038,98.0,0.99018,3.25,0.53,13.0,7,0,1
3865,6.0,0.31,0.38,0.04,101.0,0.98968,3.24,0.56,13.1,6,0,1
3866,8.4,0.23,0.32,0.048,113.0,0.99178,3.1,0.55,11.0,6,0,1
3867,7.3,0.25,0.26,0.048,207.0,0.99587,3.12,0.37,9.2,5,0,0
3868,6.0,0.22,0.25,0.056,177.0,0.9961,3.08,0.36,9.4,6,0,1
3869,6.2,0.22,0.3,0.054,152.0,0.99728,3.1,0.47,9.5,6,0,1
3870,6.1,0.23,0.27,0.055,134.0,0.99534,3.16,0.4,10.2,6,0,1
3871,6.5,0.27,0.19,0.045,175.0,0.99364,3.16,0.34,10.1,6,0,1
3872,7.3,0.36,0.54,0.054,193.0,0.99864,3.06,0.49,8.6,4,0,0
3873,7.6,0.37,0.51,0.094,181.0,0.99776,2.91,0.51,9.0,5,0,0
3874,6.7,0.26,0.51,0.062,194.0,0.99545,3.13,0.5,9.6,5,0,0
3875,7.4,0.22,0.27,0.057,98.0,0.99299,3.29,0.44,9.9,7,0,1
3876,6.1,0.22,0.28,0.059,135.0,0.99665,3.2,0.38,10.5,5,0,0
3877,7.1,0.28,0.31,0.053,98.0,0.99069,3.15,0.5,11.4,5,0,0
3878,6.5,0.35,0.31,0.069,170.0,0.99692,3.18,0.49,9.4,5,0,0
3879,6.8,0.73,0.2,0.054,65.0,0.99324,3.12,0.28,11.1,4,0,0
3880,6.0,0.28,0.24,0.047,111.0,0.99896,3.1,0.45,8.9,6,0,1
3881,6.0,0.28,0.24,0.047,111.0,0.99896,3.1,0.45,8.9,6,0,1
3882,7.1,0.2,0.37,0.049,129.0,0.99226,3.15,0.52,10.8,5,0,0
3883,6.8,0.33,0.31,0.045,143.0,0.99226,3.06,0.55,12.2,6,0,1
3884,6.0,0.28,0.24,0.047,111.0,0.99896,3.1,0.45,8.9,6,0,1
3885,7.2,0.24,0.36,0.029,63.0,0.99076,3.13,0.63,12.5,6,0,1
3886,6.8,0.33,0.31,0.045,143.0,0.99226,3.06,0.55,12.2,6,0,1
3887,7.2,0.24,0.36,0.029,63.0,0.99076,3.13,0.63,12.5,6,0,1
3888,6.0,0.28,0.24,0.047,111.0,0.99896,3.1,0.45,8.9,6,0,1
3889,6.2,0.27,0.26,0.046,127.0,0.9951,3.16,0.37,10.8,6,0,1
3890,6.4,0.38,0.26,0.043,98.0,0.99234,2.99,0.31,11.4,6,0,1
3891,7.1,0.2,0.37,0.049,129.0,0.99226,3.15,0.52,10.8,5,0,0
3892,6.0,0.21,0.3,0.036,127.0,0.99368,3.18,0.39,10.6,5,0,0
3893,7.0,0.34,0.1,0.044,63.0,0.9937,3.01,0.39,9.2,5,0,0
3894,5.9,0.435,0.16,0.031,134.0,0.99151,3.24,0.46,12.2,6,0,1
3895,7.0,0.25,0.33,0.021,76.0,0.99021,3.26,0.45,12.3,6,0,1
3896,6.7,0.26,0.29,0.038,179.0,0.99479,3.23,0.56,10.4,6,0,1
3897,7.0,0.24,0.3,0.035,172.0,0.9954,2.99,0.57,10.4,6,0,1
3898,8.5,0.23,0.34,0.035,110.0,0.99176,3.07,0.55,11.0,7,0,1
3899,6.0,0.21,0.3,0.036,127.0,0.99368,3.18,0.39,10.6,5,0,0
3900,7.0,0.34,0.1,0.044,63.0,0.9937,3.01,0.39,9.2,5,0,0
3901,4.8,0.65,0.12,0.013,10.0,0.99246,3.32,0.36,13.5,4,0,0
3902,6.1,0.22,0.38,0.144,65.0,0.9908,2.95,0.64,11.4,6,0,1
3903,5.8,0.27,0.26,0.071,69.0,0.98994,3.1,0.38,11.5,6,0,1
3904,5.0,0.455,0.18,0.036,106.0,0.98746,3.21,0.83,14.0,7,0,1
3905,6.5,0.33,0.3,0.036,88.0,0.99028,3.25,0.63,12.5,7,0,1
3906,6.5,0.33,0.3,0.036,88.0,0.99028,3.25,0.63,12.5,7,0,1
3907,6.7,0.31,0.3,0.038,83.0,0.98867,3.09,0.36,12.8,7,0,1
3908,6.2,0.39,0.24,0.037,138.0,0.99174,3.23,0.43,11.2,7,0,1
3909,6.2,0.39,0.24,0.037,138.0,0.99174,3.23,0.43,11.2,7,0,1
3910,7.1,0.37,0.3,0.04,139.0,0.99021,3.17,0.27,13.6,6,0,1
3911,7.2,0.23,0.82,0.149,109.0,0.99304,2.93,0.42,9.2,6,0,1
3912,6.5,0.33,0.3,0.036,88.0,0.99028,3.25,0.63,12.5,7,0,1
3913,7.2,0.25,0.32,0.054,105.0,0.99154,3.17,0.48,11.1,6,0,1
3914,6.2,0.39,0.24,0.037,138.0,0.99174,3.23,0.43,11.2,7,0,1
3915,4.7,0.455,0.18,0.036,106.0,0.98746,3.21,0.83,14.0,7,0,1
3916,7.1,0.37,0.3,0.04,139.0,0.99021,3.17,0.27,13.6,6,0,1
3917,6.2,0.28,0.51,0.056,206.0,0.9956,3.18,0.52,9.4,5,0,0
3918,6.4,0.35,0.28,0.037,113.0,0.98779,3.12,0.4,14.2,7,0,1
3919,6.6,0.31,0.28,0.035,107.0,0.98836,3.0,0.4,13.2,6,0,1
3920,7.4,0.25,0.37,0.05,132.0,0.99138,3.04,0.53,11.2,6,0,1
3921,7.3,0.36,0.34,0.057,173.0,0.99751,3.14,0.57,10.2,5,0,0
3922,6.7,0.31,0.3,0.038,83.0,0.98867,3.09,0.36,12.8,7,0,1
3923,8.6,0.31,0.3,0.045,109.0,0.99249,2.95,0.39,10.1,5,0,0
3924,8.6,0.31,0.3,0.045,109.0,0.99249,2.95,0.39,10.1,5,0,0
3925,8.6,0.22,0.33,0.031,95.0,0.99239,2.83,0.31,10.3,5,0,0
3926,6.9,0.14,0.29,0.056,91.0,0.99512,3.19,0.33,9.9,6,0,1
3927,6.5,0.22,0.31,0.046,106.0,0.99098,3.15,0.31,11.5,5,0,0
3928,6.6,0.32,0.47,0.063,173.0,0.99872,3.18,0.56,9.0,5,0,0
3929,6.6,0.32,0.47,0.063,173.0,0.99872,3.18,0.56,9.0,5,0,0
3930,6.1,0.28,0.26,0.03,101.0,0.98894,3.03,0.41,12.1,6,0,1
3931,6.2,0.3,0.28,0.036,106.0,0.988245,3.14,0.41,13.3,6,0,1
3932,6.9,0.22,0.28,0.05,116.0,0.99326,3.22,0.6,11.5,8,0,1
3933,8.7,0.31,0.21,0.039,67.0,0.99328,2.96,0.52,11.0,4,0,0
3934,7.3,0.27,0.3,0.04,84.0,0.99222,3.28,0.53,10.7,6,0,1
3935,7.0,0.46,0.2,0.046,184.0,0.99898,3.08,0.56,9.4,5,0,0
3936,5.7,0.23,0.25,0.042,108.0,0.99486,3.44,0.61,10.3,6,0,1
3937,6.5,0.36,0.36,0.185,151.0,0.99528,3.17,0.42,9.3,5,0,0
3938,8.2,0.18,0.38,0.04,92.0,0.99062,2.88,0.6,12.0,6,0,1
3939,6.2,0.27,0.32,0.048,159.0,0.99282,3.21,0.6,11.0,6,0,1
3940,6.9,0.4,0.37,0.053,148.0,0.996,3.16,0.5,9.3,5,0,0
3941,4.9,0.345,0.34,0.068,143.0,0.99138,3.24,0.4,10.1,5,0,0
3942,7.2,0.23,0.39,0.053,106.0,0.99166,3.18,0.47,11.1,6,0,1
3943,6.4,0.2,0.15,0.046,113.0,0.99408,2.99,0.58,9.9,6,0,1
3944,6.1,0.27,0.32,0.048,161.0,0.99281,3.22,0.6,11.0,6,0,1
3945,6.2,0.27,0.32,0.048,159.0,0.99282,3.21,0.6,11.0,6,0,1
3946,6.0,0.3,0.33,0.042,127.0,0.98964,3.32,0.42,12.5,6,0,1
3947,6.1,0.3,0.32,0.042,142.0,0.98952,3.31,0.44,12.7,7,0,1
3948,5.7,0.14,0.3,0.045,105.0,0.99469,3.32,0.45,9.3,5,0,0
3949,6.9,0.4,0.37,0.053,148.0,0.996,3.16,0.5,9.3,5,0,0
3950,4.9,0.345,0.34,0.068,143.0,0.99138,3.24,0.4,10.1,5,0,0
3951,6.3,0.33,0.2,0.066,161.0,0.9991,3.14,0.51,8.8,5,0,0
3952,7.0,0.16,0.3,0.043,90.0,0.99047,2.88,0.47,11.2,6,0,1
3953,8.4,0.22,0.3,0.038,122.0,0.99178,3.13,0.54,10.8,7,0,1
3954,6.3,0.33,0.2,0.066,161.0,0.9991,3.14,0.51,8.8,5,0,0
3955,7.0,0.16,0.3,0.043,90.0,0.99047,2.88,0.47,11.2,6,0,1
3956,5.4,0.24,0.18,0.05,145.0,0.99207,3.24,0.46,10.3,5,0,0
3957,7.7,0.31,0.36,0.026,87.0,0.99152,3.11,0.48,12.0,5,0,0
3958,5.6,0.185,0.19,0.048,110.0,0.99438,3.26,0.41,9.5,6,0,1
3959,5.6,0.185,0.19,0.048,110.0,0.99438,3.26,0.41,9.5,6,0,1
3960,6.6,0.43,0.24,0.04,159.0,0.99622,3.14,0.54,9.8,6,0,1
3961,7.6,0.39,0.46,0.084,170.0,0.99773,2.91,0.51,9.0,5,0,0
3962,7.2,0.58,0.27,0.032,118.0,0.99088,3.17,0.53,13.0,7,0,1
3963,6.0,0.34,0.32,0.044,116.0,0.99108,3.39,0.44,11.8,7,0,1
3964,7.5,0.35,0.48,0.056,176.5,0.99803,2.97,0.52,8.8,5,0,0
3965,7.3,0.38,0.23,0.05,102.0,0.99304,3.1,0.55,11.2,4,0,0
3966,5.4,0.185,0.19,0.048,110.0,0.99438,3.26,0.41,9.5,6,0,1
3967,6.3,0.27,0.51,0.049,200.0,0.99548,3.16,0.54,9.4,4,0,0
3968,6.5,0.29,0.52,0.049,192.0,0.99551,3.16,0.51,9.5,6,0,1
3969,6.4,0.17,0.3,0.034,125.0,0.99152,3.03,0.49,10.4,6,0,1
3970,6.7,0.18,0.31,0.035,143.0,0.99572,3.08,0.49,9.8,7,0,1
3971,6.4,0.17,0.3,0.034,125.0,0.99152,3.03,0.49,10.4,6,0,1
3972,6.8,0.37,0.67,0.175,98.0,0.99244,3.06,0.56,10.3,6,0,1
3973,6.3,0.27,0.51,0.049,200.0,0.99548,3.16,0.54,9.4,4,0,0
3974,6.5,0.29,0.52,0.049,192.0,0.99551,3.16,0.51,9.5,6,0,1
3975,6.1,0.24,0.26,0.033,134.0,0.9903,3.19,0.81,11.9,7,0,1
3976,7.0,0.32,0.29,0.025,124.0,0.99162,3.15,0.65,12.8,7,0,1
3977,6.9,0.27,0.25,0.03,117.0,0.99116,3.09,0.38,13.0,6,0,1
3978,6.5,0.29,0.53,0.04,192.0,0.9922,3.26,0.59,10.4,7,0,1
3979,6.5,0.29,0.52,0.034,193.0,0.99223,3.25,0.59,10.4,6,0,1
3980,6.1,0.22,0.25,0.035,135.0,0.99481,3.21,0.4,10.7,5,0,0
3981,6.3,0.22,0.27,0.036,157.0,0.9928,3.05,0.76,10.7,7,0,1
3982,6.1,0.24,0.26,0.033,134.0,0.9903,3.19,0.81,11.9,7,0,1
3983,5.6,0.23,0.25,0.043,101.0,0.99429,3.19,0.42,10.4,6,0,1
3984,7.0,0.32,0.29,0.025,124.0,0.99162,3.15,0.65,12.8,7,0,1
3985,6.8,0.11,0.27,0.044,104.0,0.99454,3.2,0.37,9.9,6,0,1
3986,6.8,0.11,0.27,0.044,104.0,0.99454,3.2,0.37,9.9,6,0,1
3987,7.3,0.23,0.41,0.048,223.0,0.99863,3.16,0.71,9.4,6,0,1
3988,6.1,0.2,0.17,0.048,129.0,0.991,3.3,0.43,11.4,6,0,1
3989,6.8,0.11,0.27,0.044,104.0,0.99454,3.2,0.37,9.9,6,0,1
3990,7.3,0.23,0.41,0.048,223.0,0.99863,3.16,0.71,9.4,6,0,1
3991,6.9,0.2,0.41,0.06,104.0,0.99317,2.99,0.39,9.2,5,0,0
3992,6.7,0.19,0.32,0.041,76.0,0.99173,2.9,0.57,10.5,7,0,1
3993,6.7,0.28,0.34,0.048,111.0,0.99455,3.25,0.54,11.0,7,0,1
3994,6.7,0.28,0.34,0.048,111.0,0.99455,3.25,0.54,11.0,7,0,1
3995,8.0,0.37,0.31,0.038,127.0,0.99186,2.9,0.72,12.1,5,0,0
3996,6.7,0.28,0.34,0.048,111.0,0.99455,3.25,0.54,11.0,7,0,1
3997,6.0,0.26,0.29,0.041,144.0,0.98944,3.22,0.39,12.8,7,0,1
3998,6.4,0.24,0.49,0.053,120.0,0.9942,3.01,0.98,10.5,6,0,1
3999,6.4,0.24,0.49,0.053,120.0,0.9942,3.01,0.98,10.5,6,0,1
4000,6.4,0.24,0.49,0.053,120.0,0.9942,3.01,0.98,10.5,6,0,1
4001,6.4,0.25,0.57,0.062,122.0,0.99238,3.0,0.4,9.5,5,0,0
4002,6.1,0.25,0.48,0.052,94.0,0.99782,3.07,0.45,9.2,6,0,1
4003,6.8,0.14,0.35,0.047,117.0,0.99111,3.07,0.72,11.1,6,0,1
4004,6.5,0.38,0.26,0.042,112.0,0.99067,3.06,0.5,12.3,7,0,1
4005,6.8,0.14,0.35,0.047,117.0,0.99111,3.07,0.72,11.1,6,0,1
4006,5.4,0.15,0.32,0.037,51.0,0.98878,3.04,0.58,12.6,6,0,1
4007,6.4,0.25,0.57,0.062,122.0,0.99238,3.0,0.4,9.5,5,0,0
4008,6.1,0.25,0.48,0.052,94.0,0.99782,3.07,0.45,9.2,6,0,1
4009,6.8,0.22,0.32,0.054,152.0,0.9938,3.2,0.57,10.8,6,0,1
4010,7.2,0.21,0.29,0.044,122.0,0.99143,3.0,0.6,11.3,6,0,1
4011,6.0,0.26,0.29,0.041,144.0,0.98944,3.22,0.39,12.8,7,0,1
4012,6.4,0.24,0.49,0.053,120.0,0.9942,3.01,0.98,10.5,6,0,1
4013,6.5,0.46,0.24,0.051,171.0,0.99588,3.08,0.56,9.8,6,0,1
4014,6.5,0.18,0.48,0.054,183.0,1.00038,2.98,0.61,8.5,6,0,1
4015,6.2,0.32,0.12,0.054,97.0,0.99424,3.16,0.5,9.3,5,0,0
4016,7.2,0.4,0.24,0.055,151.0,0.99626,3.2,0.52,9.2,5,0,0
4017,5.9,0.23,0.24,0.037,115.0,0.99076,3.21,0.51,11.4,6,0,1
4018,6.4,0.18,0.48,0.054,183.0,1.00038,2.98,0.61,8.5,6,0,1
4019,6.2,0.32,0.12,0.054,97.0,0.99424,3.16,0.5,9.3,5,0,0
4020,6.4,0.37,0.12,0.056,91.0,0.99536,3.06,0.46,8.4,4,0,0
4021,7.0,0.23,0.42,0.062,100.0,0.99318,3.04,0.4,9.2,5,0,0
4022,7.2,0.4,0.24,0.055,151.0,0.99626,3.2,0.52,9.2,5,0,0
4023,7.6,0.19,0.37,0.033,151.0,0.99726,3.18,0.79,10.4,6,0,1
4024,6.0,0.28,0.27,0.046,147.0,0.99126,3.27,0.56,11.6,6,0,1
4025,6.2,0.32,0.45,0.029,94.0,0.98998,3.25,0.6,12.4,6,0,1
4026,7.6,0.19,0.37,0.033,151.0,0.99726,3.18,0.79,10.4,6,0,1
4027,6.4,0.26,0.26,0.052,176.0,0.99304,3.09,0.54,9.3,5,0,0
4028,5.9,0.25,0.27,0.029,81.0,0.9892,3.2,0.46,12.2,6,0,1
4029,6.1,0.28,0.3,0.031,139.0,0.99296,3.22,0.46,11.0,6,0,1
4030,6.9,0.19,0.38,0.023,105.0,0.99047,3.11,0.38,11.4,5,0,0
4031,6.4,0.29,0.57,0.06,120.0,0.9924,3.06,0.41,9.5,5,0,0
4032,6.8,0.27,0.22,0.034,116.0,0.9989,3.07,0.53,9.2,5,0,0
4033,7.5,0.26,0.38,0.021,125.0,0.99338,3.13,0.62,11.1,6,0,1
4034,6.8,0.27,0.22,0.034,116.0,0.9989,3.07,0.53,9.2,5,0,0
4035,6.4,0.2,0.22,0.032,172.0,0.99404,3.24,0.58,11.0,6,0,1
4036,7.3,0.33,0.22,0.041,177.0,0.99287,3.14,0.48,9.9,5,0,0
4037,7.3,0.34,0.22,0.044,176.0,0.99286,3.14,0.46,9.9,5,0,0
4038,6.4,0.29,0.57,0.06,120.0,0.9924,3.06,0.41,9.5,5,0,0
4039,6.1,1.1,0.16,0.033,109.0,0.99058,3.35,0.47,12.4,4,0,0
4040,6.3,0.24,0.29,0.052,185.0,0.9934,3.21,0.5,9.4,5,0,0
4041,6.2,0.24,0.22,0.053,149.0,0.99545,3.23,0.52,9.3,5,0,0
4042,7.4,0.16,0.27,0.05,135.0,0.9984,2.9,0.43,8.7,7,0,1
4043,7.4,0.16,0.27,0.05,135.0,0.9984,2.9,0.43,8.7,7,0,1
4044,7.4,0.16,0.27,0.05,135.0,0.9984,2.9,0.43,8.7,7,0,1
4045,7.4,0.16,0.27,0.05,135.0,0.9984,2.9,0.43,8.7,7,0,1
4046,7.2,0.17,0.28,0.05,154.0,0.99971,2.94,0.43,9.0,7,0,1
4047,6.9,0.19,0.35,0.038,118.0,0.99546,3.0,0.63,10.7,6,0,1
4048,6.9,0.19,0.35,0.038,118.0,0.99546,3.0,0.63,10.7,6,0,1
4049,6.8,0.16,0.36,0.034,98.0,0.99058,3.02,0.58,11.3,6,0,1
4050,7.4,0.16,0.27,0.05,135.0,0.9984,2.9,0.43,8.7,7,0,1
4051,6.8,0.3,0.27,0.028,97.0,0.99314,2.96,0.38,11.7,6,0,1
4052,6.2,0.24,0.22,0.053,149.0,0.99545,3.23,0.52,9.3,5,0,0
4053,7.4,0.16,0.27,0.05,135.0,0.9984,2.9,0.43,8.7,7,0,1
4054,7.2,0.17,0.28,0.05,154.0,0.99971,2.94,0.43,9.0,7,0,1
4055,6.8,0.3,0.27,0.028,97.0,0.99314,2.96,0.38,11.7,6,0,1
4056,6.5,0.43,0.18,0.032,131.0,0.99565,3.23,0.51,10.7,5,0,0
4057,6.6,0.17,0.36,0.036,110.0,0.99056,3.05,0.54,11.4,6,0,1
4058,6.9,0.19,0.35,0.038,118.0,0.99546,3.0,0.63,10.7,6,0,1
4059,6.8,0.16,0.36,0.034,98.0,0.99058,3.02,0.58,11.3,6,0,1
4060,6.4,0.41,0.01,0.048,70.0,0.99362,3.19,0.42,10.0,5,0,0
4061,6.4,0.41,0.01,0.048,70.0,0.99362,3.19,0.42,10.0,5,0,0
4062,7.4,0.36,0.32,0.036,119.0,0.99196,3.15,0.49,11.2,6,0,1
4063,6.1,0.17,0.21,0.09,130.0,0.99255,3.07,0.41,9.7,5,0,0
4064,5.5,0.28,0.21,0.032,85.0,0.99027,3.42,0.42,12.5,5,0,0
4065,6.6,0.5,0.26,0.029,110.0,0.99302,3.27,0.78,12.9,8,0,1
4066,7.1,0.44,0.27,0.057,160.0,0.99257,3.16,0.36,11.8,6,0,1
4067,6.9,0.38,0.28,0.062,166.0,0.99506,3.16,0.72,10.6,5,0,0
4068,7.1,0.44,0.27,0.057,160.0,0.99257,3.16,0.36,11.8,6,0,1
4069,6.2,0.24,0.28,0.049,133.0,0.9952,3.19,0.37,10.7,6,0,1
4070,6.1,0.28,0.27,0.048,162.0,0.99498,3.21,0.51,9.9,5,0,0
4071,7.6,0.26,0.32,0.048,76.0,0.9903,2.96,0.46,12.0,6,0,1
4072,7.5,0.16,0.38,0.043,163.0,0.99706,3.15,0.82,10.4,7,0,1
4073,6.5,0.36,0.16,0.054,107.0,0.99398,3.19,0.39,8.5,5,0,0
4074,6.6,0.35,0.19,0.06,82.0,0.99588,3.13,0.38,9.9,4,0,0
4075,5.7,0.25,0.26,0.049,120.0,0.99691,3.08,0.45,9.4,6,0,1
4076,7.4,0.37,0.26,0.05,134.0,0.99608,3.13,0.46,10.4,5,0,0
4077,5.7,0.25,0.21,0.044,108.0,0.99142,3.3,0.59,11.0,6,0,1
4078,5.8,0.23,0.21,0.044,110.0,0.99138,3.3,0.57,11.0,6,0,1
4079,5.4,0.265,0.28,0.052,91.0,0.99432,3.19,0.38,10.4,6,0,1
4080,5.7,0.25,0.27,0.05,116.0,0.99592,3.1,0.5,9.8,6,0,1
4081,5.7,0.25,0.26,0.049,106.0,0.99691,3.08,0.45,9.4,6,0,1
4082,5.9,0.23,0.28,0.046,142.0,0.99432,3.23,0.53,10.6,6,0,1
4083,6.2,0.3,0.32,0.052,185.0,0.99266,3.28,0.44,10.1,5,0,0
4084,6.5,0.33,0.24,0.048,96.0,0.99456,3.06,0.3,11.5,8,0,1
4085,7.4,0.26,0.29,0.048,73.0,0.9915,3.06,0.45,11.4,6,0,1
4086,7.0,0.2,0.4,0.058,93.0,0.99322,3.03,0.38,9.2,6,0,1
4087,6.5,0.21,0.42,0.059,101.0,0.9927,3.12,0.38,9.7,6,0,1
4088,7.3,0.25,0.27,0.047,79.0,0.99173,3.07,0.46,11.3,6,0,1
4089,6.8,0.27,0.24,0.098,127.0,0.99412,3.15,0.49,9.6,6,0,1
4090,6.7,0.24,0.3,0.07,179.0,0.99666,2.86,0.46,8.9,6,0,1
4091,6.4,0.14,0.28,0.057,82.0,0.99425,3.26,0.36,10.0,6,0,1
